"X"	"latitude"	"longitude"	"returned.address"	"zipcode"	"neighborhood"	"borough"
"415"	415	40.68383	-73.97632	"613 Atlantic Ave, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"416"	416	40.70956	-74.00654	"100 Fulton St, New York, NY 10038, USA"	"10038"	"Lower Manhattan"	"Manhattan"
"417"	417	40.71926	-73.98178	"219 Stanton St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"418"	418	40.68962	-73.98304	"8-32 Bond St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"419"	419	40.6934	-73.93988	"288-314 Pulaski St, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"420"	420	40.70934	-73.95608	"292-296 S 4th St, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"421"	421	40.71286	-73.9659	"52 S 4th St, Brooklyn, NY 11249, USA"	"11249"	"Bushwick and Williamsburg"	"Brooklyn"
"422"	422	40.71698	-73.94486	"403 Graham Ave, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"423"	423	40.69222	-73.98428	"87-199 Abolitionist Pl, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"424"	424	40.75217	-73.97992	"24 E 41st St, New York, NY 10017, USA"	"10017"	"Gramercy Park and Murray Hill"	"Manhattan"
"425"	425	40.69506	-73.98717	"300-316 Jay St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"426"	426	40.69332	-73.95382	"170 Sanford St, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"427"	427	40.69073	-73.95133	"233 Nostrand Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"428"	428	40.68036	-73.94768	"23-29 Verona Pl, Brooklyn, NY 11216, USA"	"11216"	"Central Brooklyn"	"Brooklyn"
"429"	429	40.77118	-73.96409	"52 E 72nd St, New York, NY 10021, USA"	"10021"	"Upper East Side"	"Manhattan"
"430"	430	40.73026	-73.95394	"147 Greenpoint Ave, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"431"	431	40.70167	-73.94373	"688-700 Broadway, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"432"	432	40.69008	-73.94791	"709-723 Marcy Ave, Brooklyn, NY 11216, USA"	"11216"	"Central Brooklyn"	"Brooklyn"
"433"	433	40.689	-73.96024	"383 Lafayette Ave, Brooklyn, NY 11238, USA"	"11238"	"Central Brooklyn"	"Brooklyn"
"434"	434	40.76163	-73.97292	"24-38 E 56th St, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"435"	435	40.69196	-73.96537	"165 Willoughby Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"436"	436	40.6961	-73.96751	"88-90 Washington Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"437"	437	40.69428	-73.9923	"177 Montague St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"438"	438	40.71498	-74.01301	"160-162 West St, New York, NY 10007, USA"	"10007"	"Lower Manhattan"	"Manhattan"
"439"	439	40.70047	-73.99145	"20 Henry St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"440"	440	40.73544	-73.99454	"6 W 13th St, New York, NY 10011, USA"	"10011"	"Chelsea and Clinton"	"Manhattan"
"441"	441	40.68034	-73.95577	"199 Lefferts Pl, Brooklyn, NY 11238, USA"	"11238"	"Central Brooklyn"	"Brooklyn"
"442"	442	40.68488	-73.96304	"73 Cambridge Pl, Brooklyn, NY 11238, USA"	"11238"	"Central Brooklyn"	"Brooklyn"
"443"	443	40.69794	-73.96987	"164 Flushing Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"444"	444	40.68515	-73.94111	"497-515 Putnam Ave, Brooklyn, NY 11221, USA"	"11221"	"Bushwick and Williamsburg"	"Brooklyn"
"445"	445	40.72152	-73.94898	"477 Leonard St, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"446"	446	40.6976	-73.99345	"71 Clark St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"447"	447	40.6854	-73.97431	"118-142 S Portland Ave, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"448"	448	40.68402	-73.94977	"284 Putnam Ave, Brooklyn, NY 11216, USA"	"11216"	"Central Brooklyn"	"Brooklyn"
"449"	449	40.69165	-73.99998	"13 Atlantic Ave, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"450"	450	40.68823	-73.97938	"572 Fulton St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"451"	451	40.74525	-73.94733	"221-2225 Jackson Ave, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"452"	452	40.69779	-73.97374	"1 Carlton Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"453"	453	40.74966	-73.9521	"21 9th St, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"454"	454	40.68001	-73.93847	"18 Albany Ave, Brooklyn, NY 11216, USA"	"11216"	"Central Brooklyn"	"Brooklyn"
"455"	455	40.6984	-73.98069	"265-299 Nassau St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"456"	456	40.70538	-73.94977	"1 Boerum St, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"457"	457	40.75053	-73.94595	"43-0-43-10 21st St, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"458"	458	40.70709	-73.95797	"Brooklyn Queens Expy, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"459"	459	40.69232	-74.01487	"108 Andes Rd, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"460"	460	40.70531	-73.971	"Railroad Ave, Brooklyn, NY 11249, USA"	"11249"	"Bushwick and Williamsburg"	"Brooklyn"
"461"	461	40.73165	-73.96162	"2 India St, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"462"	462	40.743	-73.93561	"31-0 47th Ave, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"463"	463	40.6954	-73.94955	"753-831 Myrtle Ave, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"464"	464	40.69958	-73.94708	"3 Tompkins Ave, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"465"	465	40.68693	-74.01697	"608 Craig Rd S, New York, NY 10004, USA"	"10004"	"Lower Manhattan"	"Manhattan"
"466"	466	40.69527	-73.95238	"125-135 Nostrand Ave, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"467"	467	40.7447	-73.9354	"46-0-46-98 31st St, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"468"	468	40.64677	-74.01651	"272 52nd St, Brooklyn, NY 11220, USA"	"11220"	"Sunset Park"	"Brooklyn"
"469"	469	40.72919	-73.97665	"629 E 14th St, New York, NY 10009, USA"	"10009"	"Lower East Side"	"Manhattan"
"470"	470	40.75148	-73.99676	"421 8th Ave, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"471"	471	40.72924	-73.99087	"62 Cooper Sq, New York, NY 10003, USA"	"10003"	"Lower East Side"	"Manhattan"
"472"	472	40.64668	-74.0163	"5208 3rd Ave, Brooklyn, NY 11220, USA"	"11220"	"Sunset Park"	"Brooklyn"
"473"	473	40.76421	-73.9691	"530 Park Ave, New York, NY 10065, USA"	"10065"	"Upper East Side"	"Manhattan"
"474"	474	40.71313	-73.98484	"305 Madison St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"475"	475	40.72456	-73.98944	"44-60 E 2nd St, New York, NY 10003, USA"	"10003"	"Lower East Side"	"Manhattan"
"476"	476	40.71691	-73.98384	"203-213 Delancey St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"477"	477	40.73827	-73.98752	"101 E 20th St, New York, NY 10003, USA"	"10003"	"Lower East Side"	"Manhattan"
"478"	478	40.68487	-74.02545	"910 Gresham Rd, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"479"	479	40.64668	-74.01626	"5208 3rd Ave, Brooklyn, NY 11220, USA"	"11220"	"Sunset Park"	"Brooklyn"
"480"	480	40.75066	-74.00177	"400-498 W 28th St, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"481"	481	40.75018	-74.00218	"437-401-437-427 W 27th St, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"482"	482	40.77678	-73.95901	"103 E 81st St, New York, NY 10028, USA"	"10028"	"Upper East Side"	"Manhattan"
"483"	483	40.70861	-73.9285	"471 Johnson Ave, Brooklyn, NY 11237, USA"	"11237"	"Bushwick and Williamsburg"	"Brooklyn"
"484"	484	40.78307	-73.95939	"119 5th Ave, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"485"	485	40.78839	-73.9747	"220 W 87th St, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"486"	486	40.78141	-73.95596	"105 E 88th St, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"487"	487	40.79026	-73.97713	"304 W 88th St, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"488"	488	40.7783	-73.94881	"360 E 88th St, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"489"	489	40.79337	-73.97685	"201 Riverside Dr, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"490"	490	40.78063	-73.95217	"201 E 89th St, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"491"	491	40.78579	-73.95748	"1115 5th Ave, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"492"	492	40.7835	-73.95533	"72 E 91st St, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"493"	493	40.78172	-73.94594	"1797 1st Avenue, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"494"	494	40.79127	-73.96484	"355-360 Central Park West, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"495"	495	40.77795	-73.94604	"438 E 89th St, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"496"	496	40.79196	-73.96809	"705 Columbus Ave, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"497"	497	40.79417	-73.97412	"711 West End Ave, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"498"	498	40.79377	-73.97189	"230 W 95th St, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"499"	499	40.7878	-73.95356	"50 E 97th St, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"500"	500	40.7849	-73.9505	"157-199 E 95th St, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"501"	501	40.78921	-73.94371	"2001-2019 2nd Ave, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"502"	502	40.78112	-73.94966	"200-298 E 91st St, New York, NY 10128, USA"	"10128"	"Upper East Side"	"Manhattan"
"503"	503	40.79339	-73.96356	"382-392 Central Park West, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"504"	504	40.78699	-73.94165	"401 E 102nd St, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"505"	505	40.79535	-73.96186	"417-419 Central Park West, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"506"	506	40.79018	-73.97289	"175 W 90th St, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"507"	507	40.78592	-73.9486	"205-213 E 97th St, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"508"	508	40.78772	-73.94728	"1801-1809 3rd Ave, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"509"	509	40.79737	-73.97041	"238-250 W 100th St, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"510"	510	40.79899	-73.96622	"173-199 W 104th St, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"511"	511	40.79693	-73.96434	"865 Columbus Ave, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"512"	512	40.78949	-73.95243	"1445 Madison Ave, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"513"	513	40.79048	-73.95033	"60 E 102nd St, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"514"	514	40.80084	-73.96645	"207 W 106th St, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"515"	515	40.79819	-73.96059	"2-18 Duke Ellington Blvd, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"516"	516	40.79226	-73.9525	"1219 5th Ave, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"517"	517	40.79976	-73.96211	"70-98 W 107th St, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"518"	518	40.78925	-73.93956	"410 E 106th St, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"519"	519	40.78982	-73.94296	"2036 2nd Ave, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"520"	520	40.7933	-73.94321	"1967-1981 3rd Ave, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"521"	521	40.79615	-73.94782	"18-36 Tito Puente Way, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"522"	522	40.79343	-73.94945	"1555-1569 Madison Ave, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"523"	523	40.79031	-73.94756	"151 103rd St, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"524"	524	40.80134	-73.97115	"321 Riverside Dr, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"525"	525	40.80212	-73.96818	"938-998 West End Ave, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"526"	526	40.68815	-73.99521	"200 Congress St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"527"	527	40.68497	-73.98621	"152 Bond St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"528"	528	40.68275	-73.98259	"280-308 Wyckoff St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"529"	529	40.67958	-73.97855	"120 5th Ave, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"530"	530	40.67761	-73.97324	"1 7th Ave, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"531"	531	40.67933	-73.9752	"71 Prospect Pl, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"532"	532	40.67928	-73.98154	"349-355 Douglass St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"533"	533	40.68021	-73.98433	"230-278 Douglass St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"534"	534	40.68499	-73.9944	"12 Butler St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"535"	535	40.68593	-74.00242	"182 Columbia St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"536"	536	40.68763	-74.00163	"122-142 Columbia St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"537"	537	40.68312	-73.99785	"396 Clinton St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"538"	538	40.67727	-73.98282	"630 Union St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"539"	539	40.80421	-73.96699	"610 W 110th St, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"540"	540	40.68305	-74.00349	"67-69 Carroll St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"541"	541	40.67943	-74.00785	"70-80 Richards St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"542"	542	40.68121	-74.00861	"88-102 Commerce St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"543"	543	40.67637	-74.00325	"718 Henry St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"544"	544	40.68475	-73.99917	"486 Henry St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"545"	545	40.67051	-73.98877	"440 4th Ave, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"546"	546	40.67507	-73.98775	"229-257 3rd St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"547"	547	40.67248	-73.99331	"128 9th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"548"	548	40.6747	-73.99786	"478 Smith St, Brooklyn, NY 11236, USA"	"11236"	"Canarsie and Flatlands"	"Brooklyn"
"549"	549	40.67836	-74.00015	"520-528 Clinton St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"550"	550	40.67653	-73.97847	"21-83 Berkeley Pl, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"551"	551	40.67282	-73.98352	"336-366 3rd St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"552"	552	40.68618	-73.99645	"209 Kane St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"553"	553	40.67048	-73.98209	"404 5th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"554"	554	40.66813	-73.98378	"441 6th Ave, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"555"	555	40.66378	-73.98397	"382 14th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"556"	556	40.66621	-73.982	"542-552 10th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"557"	557	40.66866	-73.97988	"473-501 6th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"558"	558	40.67049	-73.98542	"327 7th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"559"	559	40.69024	-73.99203	"121 Court St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"560"	560	40.66632	-73.98546	"486 6th Ave, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"561"	561	40.6686	-73.99044	"206 12th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"562"	562	40.67471	-74.00756	"505 Columbia St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"563"	563	40.66863	-73.987	"356 10th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"564"	564	40.67251	-74.00495	"825 Henry St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"565"	565	40.72431	-73.99601	"284 Lafayette St, New York, NY 10012, USA"	"10012"	"Greenwich Village and Soho"	"Manhattan"
"566"	566	40.67516	-73.98148	"618-628 Carroll St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"567"	567	40.66855	-73.99333	"541A 3rd Ave, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"568"	568	40.6828	-73.9999	"181 President St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"569"	569	40.68637	-73.99383	"276 Warren St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"570"	570	40.68435	-73.98902	"187 Hoyt St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"571"	571	40.68292	-73.99318	"356 Degraw St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"572"	572	40.67434	-74.00195	"611-615 Clinton St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"573"	573	40.68644	-73.98759	"143-155 Dean St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"574"	574	40.66515	-73.97638	"135 Prospect Park West, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"575"	575	40.67409	-73.97873	"710 Carroll St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"576"	576	40.68061	-73.99476	"239-253 Carroll St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"577"	577	40.67639	-73.9987	"481 Court St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"578"	578	40.68096	-73.99906	"33 1st Pl, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"579"	579	40.67533	-74.01007	"7 Wolcott St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"580"	580	40.677	-74.00647	"443 Columbia St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"581"	581	40.67478	-74.01613	"10 Reed St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"582"	582	40.67777	-74.00946	"91-99 Richards St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"583"	583	40.79948	-73.95561	"200-242 W 110th St, New York, NY 10026, USA"	"10026"	"Central Harlem"	"Manhattan"
"584"	584	40.7921	-73.9739	"2475 Broadway, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"585"	585	40.67773	-73.99364	"68 3rd St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"586"	586	40.67734	-74.01275	"333-343 Van Brunt St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"587"	587	40.66629	-73.98895	"239-249 14th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"588"	588	40.74098	-74.0017	"111-125 8th Ave, New York, NY 10011, USA"	"10011"	"Chelsea and Clinton"	"Manhattan"
"589"	589	40.73932	-74.00812	"76-78 Gansevoort St, New York, NY 10014, USA"	"10014"	"Greenwich Village and Soho"	"Manhattan"
"590"	590	40.67861	-73.99037	"347 Bond St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"591"	591	40.67872	-73.99599	"382 Smith St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"592"	592	40.67038	-73.9784	"506 3rd St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"593"	593	40.67502	-73.97111	"34 Plaza St W, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"594"	594	40.67904	-74.01117	"138 Pioneer St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"595"	595	40.68507	-73.97791	"2 Hanson Pl, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"596"	596	40.66106	-73.97945	"645 West Dr, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"597"	597	40.76801	-73.96845	"22-38 E 66th St, New York, NY 10065, USA"	"10065"	"Upper East Side"	"Manhattan"
"598"	598	40.76916	-73.96703	"33A E 68th St, New York, NY 10065, USA"	"10065"	"Upper East Side"	"Manhattan"
"599"	599	40.66813	-73.97364	"3rd Street Panthers, West Dr, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"600"	600	40.71908	-73.94224	"215 Richardson St, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"601"	601	40.78822	-73.97042	"66-98 W 89th St, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"602"	602	40.77376	-73.96222	"56-98 E 76th St, New York, NY 10021, USA"	"10021"	"Upper East Side"	"Manhattan"
"603"	603	40.7728	-73.95578	"271 E 78th St, New York, NY 10075, USA"	"10075"	"Upper East Side"	"Manhattan"
"604"	604	40.77467	-73.98471	"122 Amsterdam Ave, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"605"	605	40.68538	-73.98302	"444-450 Pacific St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"606"	606	40.78626	-73.94553	"1924 2nd Ave, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"607"	607	40.79198	-73.94599	"154 E 106th St, New York, NY 10029, USA"	"10029"	"East Harlem"	"Manhattan"
"608"	608	40.67297	-73.97088	"47 Plaza St W, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"609"	609	40.795	-73.9645	"55 W 100th St, New York, NY 10025, USA"	"10025"	"Upper West Side"	"Manhattan"
"610"	610	40.67724	-74.01566	"147 Coffey St, Brooklyn, NY 11231, USA"	"11231"	"Northwest Brooklyn"	"Brooklyn"
"611"	611	40.44535	-73.97824	"Area F Rd, Highlands, NJ 07732, USA"	"07732"	"Highlands"	"New Jersey"
"612"	612	40.74652	-73.97789	"165 E 35th St, New York, NY 10016, USA"	"10016"	"Gramercy Park and Murray Hill"	"Manhattan"
"613"	613	40.78294	-73.97865	"390 Amsterdam Ave, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"614"	614	40.68674	-73.99063	"68 Bergen St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"615"	615	40.68094	-73.97567	"470-472 Bergen St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"616"	616	40.76897	-73.95482	"400 E 74th St, New York, NY 10021, USA"	"10021"	"Upper East Side"	"Manhattan"
"617"	617	40.6712	-73.97484	"264-266 Garfield Pl, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"618"	618	40.66299	-73.97692	"62 West Dr, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"619"	619	40.6726	-73.98983	"209 7th St, Brooklyn, NY 11215, USA"	"11215"	"Northwest Brooklyn"	"Brooklyn"
"620"	620	40.76994	-73.96061	"165 E 72nd St, New York, NY 10021, USA"	"10021"	"Upper East Side"	"Manhattan"
