,month,day_of_month,day_of_week,neighborhood,morning_outgoing,afternoon_outgoing,morning_incoming,afternoon_incoming
946,9,7,2,Gramercy Park and Murray Hill,851,1316,1193,848
947,9,7,2,Bushwick and Williamsburg,141,85,81,103
948,9,7,2,Upper West Side,498,278,151,398
949,9,7,2,East Harlem,65,39,41,32
950,9,7,2,Lower Manhattan,335,727,631,387
951,9,7,2,Upper East Side,499,276,255,352
952,9,7,2,Northwest Queens,35,50,57,37
953,9,7,2,Central Harlem,7,10,4,17
954,9,7,2,Canarsie and Flatlands,1,1,2,1
955,9,7,2,Sunset Park,0,1,4,1
956,9,8,3,Chelsea and Clinton,1532,1624,1520,1636
957,9,8,3,Lower Manhattan,355,747,648,405
958,9,8,3,Greenwich Village and Soho,503,747,665,673
959,9,8,3,Upper East Side,436,256,249,302
960,9,8,3,Northwest Queens,39,29,55,33
961,9,8,3,Lower East Side,1057,735,552,942
962,9,8,3,Northwest Brooklyn,493,392,400,358
963,9,8,3,Gramercy Park and Murray Hill,796,1281,1188,816
964,9,8,3,Greenpoint,180,93,101,92
965,9,8,3,Upper West Side,532,287,160,407
966,9,8,3,Bushwick and Williamsburg,150,64,101,108
967,9,8,3,Canarsie and Flatlands,2,0,3,1
968,9,8,3,Central Brooklyn,81,27,37,36
969,9,8,3,East Harlem,38,37,36,29
970,9,8,3,Central Harlem,7,9,4,11
971,9,8,3,Sunset Park,0,2,5,1
972,9,9,4,Lower Manhattan,318,634,550,400
973,9,9,4,Greenwich Village and Soho,419,724,599,626
974,9,9,4,Lower East Side,942,696,491,968
975,9,9,4,Chelsea and Clinton,1345,1531,1387,1548
976,9,9,4,Upper East Side,383,268,198,318
977,9,9,4,Upper West Side,523,273,174,412
978,9,9,4,Northwest Brooklyn,461,350,344,394
979,9,9,4,Gramercy Park and Murray Hill,722,1169,1104,668
980,9,9,4,Central Brooklyn,68,30,35,41
981,9,9,4,Bushwick and Williamsburg,136,101,109,110
982,9,9,4,Greenpoint,179,99,106,107
983,9,9,4,Northwest Queens,26,42,45,41
984,9,9,4,East Harlem,35,39,31,36
985,9,9,4,Canarsie and Flatlands,0,4,1,0
986,9,9,4,Central Harlem,7,17,1,17
987,9,9,4,Sunset Park,0,1,2,0
988,9,10,5,Northwest Brooklyn,121,384,128,372
989,9,10,5,Upper East Side,99,170,102,178
990,9,10,5,Bushwick and Williamsburg,44,117,25,109
991,9,10,5,Chelsea and Clinton,318,746,266,756
992,9,10,5,Lower East Side,242,564,211,578
993,9,10,5,Lower Manhattan,101,308,77,323
994,9,10,5,Greenwich Village and Soho,129,510,164,494
995,9,10,5,Gramercy Park and Murray Hill,137,284,129,314
996,9,10,5,Upper West Side,141,294,99,299
997,9,10,5,Greenpoint,57,110,39,126
998,9,10,5,Central Brooklyn,31,37,16,45
999,9,10,5,Northwest Queens,14,33,12,35
1000,9,10,5,East Harlem,10,39,12,26
1001,9,10,5,Canarsie and Flatlands,1,0,2,2
1002,9,10,5,Central Harlem,11,20,6,17
1003,9,10,5,Sunset Park,0,0,0,0
1004,9,11,6,Northwest Brooklyn,105,484,97,479
1005,9,11,6,Greenwich Village and Soho,97,514,136,557
1006,9,11,6,Chelsea and Clinton,266,952,226,898
1007,9,11,6,Greenpoint,38,157,24,166
1008,9,11,6,Gramercy Park and Murray Hill,97,360,92,324
1009,9,11,6,Lower East Side,197,658,129,701
1010,9,11,6,Bushwick and Williamsburg,25,157,22,121
1011,9,11,6,Central Harlem,4,15,4,19
1012,9,11,6,Upper East Side,52,251,50,230
1013,9,11,6,Lower Manhattan,107,366,96,434
1014,9,11,6,Central Brooklyn,14,51,10,37
1015,9,11,6,Upper West Side,102,395,88,419
1016,9,11,6,East Harlem,9,29,3,32
1017,9,11,6,Northwest Queens,10,31,6,33
1018,9,11,6,Canarsie and Flatlands,1,7,0,7
1019,9,11,6,Sunset Park,0,0,0,0
1020,9,12,0,Northwest Brooklyn,434,415,315,436
1021,9,12,0,Upper West Side,252,312,108,473
1022,9,12,0,Chelsea and Clinton,1464,1792,1487,1706
1023,9,12,0,Greenwich Village and Soho,471,817,618,638
1024,9,12,0,Lower East Side,1006,727,460,993
1025,9,12,0,Gramercy Park and Murray Hill,841,1385,1167,854
1026,9,12,0,Lower Manhattan,346,834,677,434
1027,9,12,0,Upper East Side,355,279,189,353
1028,9,12,0,Greenpoint,207,100,105,138
1029,9,12,0,Bushwick and Williamsburg,131,104,88,116
1030,9,12,0,Central Brooklyn,82,37,20,46
1031,9,12,0,East Harlem,49,33,29,40
1032,9,12,0,Northwest Queens,15,53,41,43
1033,9,12,0,Central Harlem,16,17,4,20
1034,9,12,0,Canarsie and Flatlands,2,5,2,2
1035,9,12,0,Sunset Park,0,1,3,0
1036,9,13,1,Greenwich Village and Soho,523,827,744,637
1037,9,13,1,Lower East Side,1135,772,569,1012
1038,9,13,1,Chelsea and Clinton,1525,1836,1644,1775
1039,9,13,1,Gramercy Park and Murray Hill,857,1409,1309,802
1040,9,13,1,Bushwick and Williamsburg,142,79,81,89
1041,9,13,1,Upper West Side,612,318,192,437
1042,9,13,1,Greenpoint,222,90,118,116
1043,9,13,1,Lower Manhattan,416,831,774,459
1044,9,13,1,Central Brooklyn,96,24,25,49
1045,9,13,1,Upper East Side,407,268,245,317
1046,9,13,1,Northwest Queens,39,51,62,49
1047,9,13,1,Northwest Brooklyn,570,393,466,346
1048,9,13,1,Canarsie and Flatlands,2,1,2,2
1049,9,13,1,East Harlem,51,40,30,28
1050,9,13,1,Central Harlem,10,11,3,17
1051,9,13,1,Sunset Park,0,0,2,0
1052,9,13,1,Hudson,0,0,0,1
1053,9,14,2,Bushwick and Williamsburg,155,50,101,88
1054,9,14,2,Lower East Side,1221,376,587,649
1055,9,14,2,Northwest Brooklyn,592,238,503,267
1056,9,14,2,Gramercy Park and Murray Hill,857,527,1307,490
1057,9,14,2,Greenwich Village and Soho,493,418,711,446
1058,9,14,2,Lower Manhattan,405,446,765,315
1059,9,14,2,Chelsea and Clinton,1480,710,1614,992
1060,9,14,2,Upper West Side,620,94,162,206
1061,9,14,2,Central Brooklyn,93,18,35,33
1062,9,14,2,Upper East Side,464,93,256,178
1063,9,14,2,Greenpoint,230,66,113,82
1064,9,14,2,East Harlem,53,14,39,16
1065,9,14,2,Northwest Queens,26,19,63,20
1066,9,14,2,Canarsie and Flatlands,3,1,3,4
1067,9,14,2,Central Harlem,10,5,5,5
1068,9,14,2,Sunset Park,1,0,4,0
1069,9,14,2,Highlands,0,1,0,2
1070,9,15,3,Chelsea and Clinton,1618,1853,1647,1838
1071,9,15,3,Greenpoint,186,112,101,129
1072,9,15,3,Lower East Side,1142,792,552,1105
1073,9,15,3,Greenwich Village and Soho,499,826,686,691
1074,9,15,3,Gramercy Park and Murray Hill,880,1442,1372,820
1075,9,15,3,Bushwick and Williamsburg,141,103,93,109
1076,9,15,3,Upper West Side,524,361,159,507
1077,9,15,3,Northwest Brooklyn,561,434,450,386
1078,9,15,3,Central Brooklyn,96,36,28,44
1079,9,15,3,Upper East Side,454,305,275,385
1080,9,15,3,Lower Manhattan,404,791,745,428
1081,9,15,3,East Harlem,42,54,35,39
1082,9,15,3,Northwest Queens,40,47,61,34
1083,9,15,3,Canarsie and Flatlands,1,1,5,0
1084,9,15,3,Central Harlem,11,4,3,6
1085,9,15,3,Sunset Park,0,3,3,0
1086,9,16,4,Lower East Side,1091,814,531,1163
1087,9,16,4,Greenwich Village and Soho,457,909,636,746
1088,9,16,4,Central Brooklyn,91,35,28,47
1089,9,16,4,Lower Manhattan,387,823,714,512
1090,9,16,4,Greenpoint,189,108,112,136
1091,9,16,4,Chelsea and Clinton,1482,1858,1571,1774
1092,9,16,4,Central Harlem,9,14,4,14
1093,9,16,4,East Harlem,47,44,40,33
1094,9,16,4,Upper West Side,689,291,180,486
1095,9,16,4,Northwest Queens,39,66,67,49
1096,9,16,4,Northwest Brooklyn,557,442,451,497
1097,9,16,4,Gramercy Park and Murray Hill,761,1310,1257,812
1098,9,16,4,Bushwick and Williamsburg,165,98,99,107
1099,9,16,4,Upper East Side,442,277,232,377
1100,9,16,4,Canarsie and Flatlands,3,2,3,4
1101,9,16,4,Sunset Park,0,3,0,0
1102,9,17,5,Bushwick and Williamsburg,45,185,41,187
1103,9,17,5,Upper West Side,160,444,106,428
1104,9,17,5,Lower East Side,248,637,188,734
1105,9,17,5,Gramercy Park and Murray Hill,159,399,179,368
1106,9,17,5,Greenwich Village and Soho,150,609,172,657
1107,9,17,5,Chelsea and Clinton,311,1050,291,1024
1108,9,17,5,Upper East Side,100,222,85,264
1109,9,17,5,Central Brooklyn,15,47,7,46
1110,9,17,5,Greenpoint,44,172,34,171
1111,9,17,5,Lower Manhattan,116,433,102,496
1112,9,17,5,Northwest Brooklyn,145,563,133,559
1113,9,17,5,East Harlem,12,31,9,30
1114,9,17,5,Northwest Queens,5,34,6,34
1115,9,17,5,Central Harlem,7,32,5,29
1116,9,17,5,Canarsie and Flatlands,0,1,0,8
1117,9,17,5,Sunset Park,0,0,0,0
1118,9,18,6,Northwest Brooklyn,115,470,95,480
1119,9,18,6,Chelsea and Clinton,239,834,227,834
1120,9,18,6,Gramercy Park and Murray Hill,92,398,84,324
1121,9,18,6,Upper West Side,136,389,96,438
1122,9,18,6,Greenwich Village and Soho,99,509,125,542
1123,9,18,6,Bushwick and Williamsburg,30,132,30,138
1124,9,18,6,Lower Manhattan,75,339,63,349
1125,9,18,6,Lower East Side,209,652,136,705
1126,9,18,6,Greenpoint,28,139,18,184
1127,9,18,6,Canarsie and Flatlands,0,3,0,2
1128,9,18,6,Upper East Side,81,278,93,274
1129,9,18,6,Central Brooklyn,18,51,5,51
1130,9,18,6,Northwest Queens,9,60,7,40
1131,9,18,6,East Harlem,10,27,8,29
1132,9,18,6,Central Harlem,10,9,4,25
1133,9,18,6,Hudson,0,0,0,0
1134,9,18,6,Sunset Park,0,0,0,0
1135,9,19,0,Chelsea and Clinton,573,1241,641,1140
1136,9,19,0,Lower East Side,440,614,243,753
1137,9,19,0,Gramercy Park and Murray Hill,306,828,488,558
1138,9,19,0,Upper West Side,213,209,90,301
1139,9,19,0,Northwest Brooklyn,146,303,147,291
1140,9,19,0,Northwest Queens,12,43,22,24
1141,9,19,0,Lower Manhattan,110,525,205,294
1142,9,19,0,Upper East Side,146,201,78,214
1143,9,19,0,Bushwick and Williamsburg,56,71,37,73
1144,9,19,0,Greenwich Village and Soho,178,554,291,448
1145,9,19,0,Greenpoint,67,75,52,92
1146,9,19,0,Central Brooklyn,28,23,16,31
1147,9,19,0,East Harlem,11,29,18,21
1148,9,19,0,Central Harlem,2,3,2,3
1149,9,19,0,Canarsie and Flatlands,0,0,0,0
1150,9,19,0,Sunset Park,1,0,2,1
1151,9,20,1,Chelsea and Clinton,1502,1857,1592,1737
1152,9,20,1,Greenwich Village and Soho,492,812,695,679
1153,9,20,1,Lower East Side,1045,754,521,1021
1154,9,20,1,Northwest Brooklyn,526,481,439,462
1155,9,20,1,Upper West Side,561,312,196,460
1156,9,20,1,Bushwick and Williamsburg,140,90,106,84
1157,9,20,1,Upper East Side,427,301,245,334
1158,9,20,1,Northwest Queens,37,66,65,45
1159,9,20,1,Lower Manhattan,406,835,699,448
1160,9,20,1,Central Brooklyn,95,27,34,37
1161,9,20,1,Gramercy Park and Murray Hill,826,1338,1252,823
1162,9,20,1,Greenpoint,214,92,118,129
1163,9,20,1,East Harlem,49,46,36,44
1164,9,20,1,Central Harlem,9,7,2,16
1165,9,20,1,Sunset Park,0,2,3,0
1166,9,20,1,Canarsie and Flatlands,0,1,1,1
1167,9,20,1,Hudson,0,0,0,0
1168,9,21,2,Upper East Side,492,319,284,360
1169,9,21,2,Greenwich Village and Soho,504,786,671,733
1170,9,21,2,Lower East Side,1119,776,549,1028
1171,9,21,2,Gramercy Park and Murray Hill,877,1352,1317,827
1172,9,21,2,Lower Manhattan,393,759,715,444
1173,9,21,2,Bushwick and Williamsburg,154,93,110,126
1174,9,21,2,Greenpoint,232,107,126,123
1175,9,21,2,Northwest Brooklyn,582,422,488,460
1176,9,21,2,Chelsea and Clinton,1539,1751,1675,1714
1177,9,21,2,Upper West Side,600,344,189,484
1178,9,21,2,Central Brooklyn,109,24,31,38
1179,9,21,2,East Harlem,53,42,38,29
1180,9,21,2,Canarsie and Flatlands,1,1,6,5
1181,9,21,2,Northwest Queens,37,59,76,40
1182,9,21,2,Central Harlem,11,11,5,28
1183,9,21,2,Sunset Park,0,1,4,0
1184,9,22,3,Chelsea and Clinton,1627,1866,1692,1812
1185,9,22,3,Bushwick and Williamsburg,150,104,97,113
1186,9,22,3,Greenwich Village and Soho,491,818,656,689
1187,9,22,3,Lower East Side,1158,755,568,1065
1188,9,22,3,Lower Manhattan,358,832,760,466
1189,9,22,3,Northwest Brooklyn,614,464,501,462
1190,9,22,3,Northwest Queens,45,50,82,38
1191,9,22,3,Central Brooklyn,97,26,36,46
1192,9,22,3,Gramercy Park and Murray Hill,821,1363,1279,832
1193,9,22,3,Greenpoint,219,116,123,153
1194,9,22,3,Upper East Side,456,317,263,334
1195,9,22,3,Upper West Side,646,353,191,480
1196,9,22,3,Canarsie and Flatlands,5,3,4,4
1197,9,22,3,East Harlem,52,35,41,49
1198,9,22,3,Central Harlem,10,19,4,20
1199,9,22,3,Sunset Park,0,8,2,1
1200,9,23,4,Greenwich Village and Soho,469,849,644,753
1201,9,23,4,Gramercy Park and Murray Hill,759,1242,1266,794
1202,9,23,4,Northwest Brooklyn,572,438,463,466
1203,9,23,4,Upper East Side,468,347,264,378
1204,9,23,4,Central Brooklyn,94,37,28,42
